2023,2023-10,Workers Comp,14992.79
2023,2023-10,Medicare Advantage,12694.93
2023,2023-11,Medicare,21583.32
2023,2023-11,Tricare,18969.13
2023,2023-11,Medicare Advantage,16401.86
2023,2023-11,Workers Comp,16367.68
2023,2023-11,Medicaid,14005.72
2023,2023-11,Self-Pay,10821.18
2023,2023-11,Commercial,10794.61
2023,2023-12,Tricare,19082.16
2023,2023-12,Medicaid,18262.24
2023,2023-12,Medicare,15629.73
2023,2023-12,Workers Comp,14016.09
2023,2023-12,Medicare Advantage,12770.00
2023,2023-12,Commercial,12061.76
2023,2023-12,Self-Pay,11813.28
2022,2022-01,Medicaid,23877.18
2022,2022-01,Medicare Advantage,20511.84
2022,2022-01,Self-Pay,19291.70
2022,2022-01,Medicare,18855.41
2022,2022-01,Tricare,18282.97
2022,2022-01,Workers Comp,18051.73
2022,2022-01,Commercial,13609.37
2022,2022-02,Medicaid,23581.73
2022,2022-02,Workers Comp,23307.01
2022,2022-02,Medicare,18401.30
2022,2022-02,Tricare,16029.31
2022,2022-02,Self-Pay,10284.67
2022,2022-02,Medicare Advantage,10085.38
2022,2022-02,Commercial,10010.08
2022,2022-03,Medicaid,23960.16
2022,2022-03,Workers Comp,16164.46
2022,2022-03,Commercial,15527.90
2022,2022-03,Medicare,14123.93
2022,2022-03,Tricare,13468.68
2022,2022-03,Medicare Advantage,10987.83
2022,2022-03,Self-Pay,10008.21
2022,2022-04,Commercial,23154.19
2022,2022-04,Workers Comp,21436.72
2022,2022-04,Medicaid,16000.17
2022,2022-04,Medicare,15473.27
2022,2022-04,Tricare,14506.04
2022,2022-04,Self-Pay,13295.05
2022,2022-04,Medicare Advantage,12908.74
2022,2022-05,Workers Comp,25223.64
2022,2022-05,Self-Pay,23043.04
2022,2022-05,Medicaid,21448.66
2022,2022-05,Medicare,19733.36
2022,2022-05,Tricare,16212.93
2022,2022-05,Medicare Advantage,15407.54
2022,2022-05,Commercial,13030.37
2022,2022-06,Tricare,23772.17
2022,2022-06,Medicaid,20475.12
2022,2022-06,Workers Comp,18800.61
2022,2022-06,Medicare,13312.54
2022,2022-06,Self-Pay,12229.66
2022,2022-06,Medicare Advantage,10635.24
2022,2022-06,Commercial,9051.62
2022,2022-07,Tricare,21620.83
2022,2022-07,Medicaid,20718.44
2022,2022-07,Workers Comp,17056.09
2022,2022-07,Commercial,16973.88
2022,2022-07,Medicare,13860.20
2022,2022-07,Medicare Advantage,12389.52
2022,2022-07,Self-Pay,12113.19
2022,2022-08,Medicaid,21729.39
2022,2022-08,Medicare,16929.44
2022,2022-08,Commercial,16725.42
2022,2022-08,Tricare,16215.39
2022,2022-08,Medicare Advantage,15989.58
2022,2022-08,Workers Comp,11688.05
2022,2022-08,Self-Pay,11331.88
2022,2022-09,Medicaid,21001.42
2022,2022-09,Tricare,20149.73
2022,2022-09,Commercial,18383.19
2022,2022-09,Medicare Advantage,14923.24
2022,2022-09,Self-Pay,14337.16
2022,2022-09,Medicare,12873.84
2022,2022-09,Workers Comp,9172.03
2022,2022-10,Medicare,21016.64
2022,2022-10,Medicare Advantage,17895.81
2022,2022-10,Tricare,17685.73
2022,2022-10,Medicaid,13380.17
2022,2022-10,Self-Pay,13195.66
2022,2022-10,Workers Comp,11811.24
2022,2022-10,Commercial,7765.56
2022,2022-11,Medicaid,28317.30
2022,2022-11,Tricare,21677.12
2022,2022-11,Workers Comp,18212.09
2022,2022-11,Medicare,15234.47
2022,2022-11,Medicare Advantage,15104.72
2022,2022-11,Self-Pay,11964.91
2022,2022-11,Commercial,11839.35
2022,2022-12,Medicaid,18666.32
2022,2022-12,Medicare,14279.74
2022,2022-12,Tricare,13919.24
2022,2022-12,Commercial,12113.56
2022,2022-12,Workers Comp,10362.84
2022,2022-12,Medicare Advantage,8630.49
2022,2022-12,Self-Pay,8360.85
